0,1,2,3,4,5,6,7,8
0.4208295488949432,0.9209169445823857,0.25962368700257543,0.28915662650603235,0.5618626602930418,0.6900008568559681,0.5324856769313726,0.5600740558988555,0.61670772318024
0.2761126248864656,0.9168314955516745,0.6180396866709245,0.9219098616688981,0.5474956027883418,0.5253817643848224,0.5662031112740777,0.48910201872479586,0.5867755596898458
0.3275809869815305,0.9260367438886856,0.17778767214882163,0.9219098616688981,0.5289285278229385,0.38520138093030587,0.5652277230505689,0.528043294989959,0.22149415707748688
0.7060248259158328,0.47079107060169,0.1691923419315211,0.628737170905836,0.47498161118336224,0.6371464137114864,0.7208208085538246,0.6889724777727633,0.6797832825691978
0.052679382379650974,0.925659554880534,0.2713234541175309,0.493975903614454,0.3320232067775564,0.5518586419357983,0.5852337307587518,0.5802053175681143,0.8051327193610813
0.43566454738116533,0.9184535380421242,0.21892212154073765,0.2927264614011664,0.3523448211760455,0.5974694356013468,0.5846267503999769,0.3052606601708847,0.8124302889271684
0.32879200726611657,0.9264170769703366,0.17982250066939875,0.9219098616688981,0.44349418571655985,0.4354648166310633,0.4869134617575597,0.5790648556092295,0.505901286349383
0.20890099909172477,0.9284610740868704,0.2598110561112845,0.9219098616688981,0.486494597822527,0.5612499494466248,0.38973087519352134,0.7195044296142505,0.4562319128114565
0.20617620345140608,0.9228930696360589,0.2591215377912365,0.9219098616688981,0.3055427932836523,0.6604408885023456,0.3898493499694027,0.698609607814868,0.5566080379538016
0.030881017257030408,0.5706307907331425,0.4541492493738494,0.43016510486390724,0.3036190490420735,0.6079095224288564,0.5069377275648321,0.34111717790152074,0.7542612169847009
0.3599757795943077,0.9299228686406895,0.47254474571084326,0.9219098616688981,0.6181549627667864,0.6871533838483723,0.5923754876274643,0.5391627410148239,0.5951687275200417
0.5712988192552189,0.925357823636384,0.6511347273644087,0.4649709950914811,0.5332164410255549,0.5848767920089619,0.45355591483341584,0.46337414238105357,0.7054931866995124
0.1619739630638719,0.036762254070129785,0.015699808762136724,0.9219098616688981,0.5273401078783863,0.24921901456721396,0.5574440925670885,0.3667127611226286,0.31596988478475563
0.5797759612473499,0.027084446495459602,0.612168860894433,0.3998215082552401,0.6697956565951235,0.26178510927911924,0.6974715400457612,0.6576240020927031,0.6362379531055185
0.03451407811080287,0.930930818680066,0.2610104723184291,0.5002231146809419,0.36045378734188177,0.38024812842709843,0.5484310834158492,0.5702310084785873,0.2682520702885478
0.5767484105358704,0.11746857467345073,0.6206015914987523,0.419901829540384,0.5118989913528638,0.4020370803962463,0.5185101164642774,0.3894425547376139,0.6339334693069176
